id,labels,strategy,labels_weak1,labels_weak3
1499080397958922241,1,against Western countries,0,0
1487634640332632071,0,general discourse,0,0
1499346232170401799,0,general discourse,0,1
1499731502665539593,0,general discourse,1,1
1505597602523459589,0,general discourse,0,1
1499849996396601350,0,general discourse,0,0
1500310742288920576,0,general discourse,1,1
1500933401075130368,1,against Ukraine,1,1
1501195822742003717,0,general discourse,0,0
1501586915660906496,1,pro Russian government,0,0
1527649306240503810,0,general discourse,0,0
1501808542080286721,0,general discourse,0,1
1501920457821282307,1,against Ukraine,1,1
1497362556603670532,0,general discourse,0,1
1502386545944313863,0,general discourse,0,0
1503314202097860610,0,general discourse,0,1
1503375233398755328,0,general discourse,1,1
1503428527819046918,0,general discourse,0,1
1504743167870095375,0,general discourse,0,0
1504838724068196405,0,general discourse,0,1
1505073002957840384,0,general discourse,0,0
1505403987570438145,1,against Ukraine,1,1
1505453151394086912,0,general discourse,0,0
1505915966441598980,1,against Ukraine,1,1
1506114789650616322,0,general discourse,0,1
1507067369532772365,0,general discourse,1,1
1507469018063679497,1,pro Russian government,0,1
1509496367818936326,0,general discourse,0,1
1509622279872860163,0,general discourse,0,1
1511715025949503494,0,general discourse,0,1
1516866612502142980,0,general discourse,1,1
1517124170328518656,1,against Western countries,0,0
1520695599409995776,1,against Ukraine,1,1
1517532345661673472,0,general discourse,0,0
1518639956876574725,0,general discourse,1,1
1518666580917428229,0,general discourse,1,1
1518755047487594496,1,against Western countries,1,1
1519024361084174338,0,general discourse,0,0
1519948940250165248,0,general discourse,0,0
1520506274705723395,0,general discourse,0,0
1520974031834742784,0,general discourse,0,0
1523693322220748801,0,general discourse,0,0
1524472402469691393,0,general discourse,1,1
1525758704657879040,1,against Ukraine,1,1
1528623403338694656,0,general discourse,1,1
1530598077542944771,0,general discourse,0,1
1534369602641305600,0,general discourse,0,0
1487046971814727682,0,general discourse,0,0
1575062530640297984,0,general discourse,0,0
1537542954570719235,0,general discourse,1,1
1538529818609799168,0,general discourse,0,1
1538565533624422400,0,general discourse,0,0
1539335355677216769,0,general discourse,0,0
1549422822434508800,0,general discourse,0,0
1525672075637161984,0,general discourse,0,0
1547037104059842561,0,general discourse,0,0
1520145154207850496,0,general discourse,0,0
1502159394229739520,0,general discourse,0,0
1573053784217067523,0,general discourse,0,0
1551626593164050432,0,general discourse,0,0
1568282345639133188,0,general discourse,0,0
1539686180719042560,0,general discourse,0,1
1542068909695995905,0,general discourse,0,0
1546181308287696896,0,general discourse,0,1
1546187390255079424,0,general discourse,0,1
1547100691331747840,0,general discourse,0,1
1548069127184474112,0,general discourse,0,1
1551475103816470528,0,general discourse,0,0
1556971412250042369,1,against Ukraine,0,1
1483981408473587720,0,general discourse,0,0
1513150270762815495,1,against Ukraine,0,1
1513161540425650180,0,general discourse,0,1
1510242382964736002,1,against Ukraine,1,1
1561822385246027782,0,general discourse,1,1
1562713615211192321,0,general discourse,1,1
1566895676264288256,1,against Ukraine,0,1
1567541720350433280,0,general discourse,0,1
1569848138877255683,0,general discourse,0,1
1570854822336958464,1,against Ukraine,1,1
1531295289440620545,1,against Ukraine,1,1
1528141737847308297,1,against Western countries,1,1
1553703070110044161,1,against Ukraine,1,1
1569717018437238789,1,against Ukraine,1,1
1551933533752627201,0,general discourse,1,1
1571038669112504320,0,general discourse,1,1
1571038827413934081,1,against Western countries,0,1
1571199058223693825,0,general discourse,1,1
1568074949692358658,0,general discourse,1,1
1573764068321755136,0,general discourse,0,0
1575360768157048834,0,general discourse,0,1
1575839199915233280,0,general discourse,0,1
1357025454067232773,0,general discourse,0,0
1368923530134511617,0,general discourse,0,0
1372600820450041860,0,general discourse,0,1
1455560315358175234,0,general discourse,1,1
1468443714876059650,0,general discourse,0,1
1372865148289839105,0,general discourse,0,0
1362716171435450370,0,general discourse,0,0
1387683995551342592,0,general discourse,0,1
1402319402683490306,0,general discourse,0,1
1403377494485442560,0,general discourse,1,1
1405623316820512772,0,general discourse,0,1
1500090783621341185,0,general discourse,0,1
1499581448722219008,0,general discourse,0,1
1500643068910915588,0,general discourse,0,1
1388256988971388928,0,general discourse,0,1
1499188739872112646,0,general discourse,1,1
1413953940828430347,0,general discourse,0,1
1431181768921698307,0,general discourse,0,1
1435090452617654274,0,general discourse,1,1
1499783847042596867,0,general discourse,0,1
1516292025427152898,0,general discourse,1,1
1514035134823120896,0,general discourse,1,1
1494626156175409152,0,general discourse,0,0
1514543149078953989,0,general discourse,0,0
1466303450682204163,0,general discourse,0,1
1472656215226396680,0,general discourse,0,1
1496452848099471360,0,general discourse,0,1
1485513167124017154,0,general discourse,0,1
1487030873132306433,0,general discourse,0,0
1569355789839769601,1,against Western countries,0,1
1508048534335107076,1,against Ukraine,0,0
1544787322864009216,0,general discourse,1,1
1516158907655372801,1,against Western countries,0,0
1569838017703198721,0,general discourse,0,0
1492557372493025288,0,general discourse,0,0
1492842599513837576,0,general discourse,0,1
1493646172380094467,0,general discourse,0,0
1503655868042297345,0,general discourse,0,0
1572525130475098114,0,general discourse,0,0
1501225383265452033,0,general discourse,0,0
1552351587854684164,0,general discourse,0,0
1495350698581667840,0,general discourse,0,0
1496061614092656641,0,general discourse,1,1
1503697001459982336,0,general discourse,0,1
1496733002600108032,1,pro Russian government,1,1
1496879147808743424,0,general discourse,1,1
1497314047594622977,1,against Ukraine,0,0
1497539890678239233,0,general discourse,0,0
1497627647257444355,0,general discourse,1,1
1516344128199614465,0,general discourse,1,1
1497721377234857986,0,general discourse,0,0
1497842123537895427,0,general discourse,0,0
1499300298699022342,0,general discourse,1,1
1498095967291072513,0,general discourse,1,1
1498188866670321669,0,general discourse,0,1
1498301377218498564,0,general discourse,0,1
1506169223856504834,0,general discourse,1,1
1539303402701733888,0,general discourse,1,1
1519994503721111552,0,general discourse,0,0
1496692738024161282,0,general discourse,1,1
1498777711719993346,0,general discourse,1,1
1499669084673355780,0,general discourse,0,0
1500104372113620992,0,general discourse,1,1
1500460083007868930,0,general discourse,0,1
1500470423963721732,0,general discourse,0,1
1500489732555526151,0,general discourse,1,1
1500497680178589696,0,general discourse,0,1
1501268747549560832,0,general discourse,0,0
1501465640892346369,0,general discourse,0,1
1502312266896576513,0,general discourse,0,0
1502340772456243206,0,general discourse,1,1
1502387748329725957,0,general discourse,0,0
1501875234537881603,0,general discourse,0,0
1507444671349506049,0,general discourse,0,0
1535243609531944961,0,general discourse,0,0
1500228993538310144,0,general discourse,0,0
1524930528729767947,0,general discourse,0,0
1502668129964642305,0,general discourse,0,1
1503458534771544067,0,general discourse,0,0
1502790748852437000,0,general discourse,1,1
1504018863167610886,0,general discourse,0,0
1521749309812846592,0,general discourse,0,1
1504087284773183488,1,against Western countries,1,1
1504118581432307715,0,general discourse,1,1
1504237004069883905,0,general discourse,1,1
1504302472910843906,0,general discourse,0,1
1572585958662635520,1,aimed at other countries,1,1
1504468112741044225,0,general discourse,1,1
1542162730764886017,0,general discourse,1,1
1519607536848146433,0,general discourse,0,1
1543624720242905089,0,general discourse,0,1
1560617706797182978,0,general discourse,0,1
1510515954270322689,0,general discourse,1,1
1557769099052306432,0,general discourse,1,1
1504470080528125952,0,general discourse,1,1
1506954314731995138,0,general discourse,0,1
1487842127056982026,0,general discourse,0,1
1508364905488998402,0,general discourse,0,0
1509257480488230912,0,general discourse,0,0
1511221723626184707,0,general discourse,0,0
1511400582770212864,0,general discourse,1,1
1508824555665698817,0,general discourse,0,1
1505033175390728193,1,against Ukraine,0,1
1513213463384170496,0,general discourse,0,0
1503822654192508929,1,pro Russian government,0,0
1498930006235713540,1,pro Russian government,0,0
1505828964547579905,0,general discourse,0,0
1498658068913332224,0,general discourse,0,0
1513818210776363022,0,general discourse,0,0
1515366798165741568,0,general discourse,0,1
1515714690038566914,0,general discourse,0,1
1516172971928301571,0,general discourse,0,0
1519887772646985728,0,general discourse,1,1
1514661740050456586,0,general discourse,1,1
1501701107008958464,0,general discourse,1,1
1511901532538736644,0,general discourse,0,1
1506115284431638529,0,general discourse,1,1
1575023058263281665,0,general discourse,0,1
1519515090562781185,0,general discourse,0,1
1537745693158383621,0,general discourse,1,1
1515750062839648256,0,general discourse,1,1
1515337758402785280,0,general discourse,1,1
1521210611249688576,0,general discourse,0,1
1516200439884169225,0,general discourse,1,1
1502704075225370630,0,general discourse,0,0
1518566538730737669,0,general discourse,0,1
1443188698187698179,0,general discourse,0,1
1518922418877878273,1,pro Russian government,0,0
1519629510341279745,0,general discourse,0,1
1550596304677605378,0,general discourse,1,1
1541888436344393729,0,general discourse,0,0
1498290656137076737,0,general discourse,0,1
1503398081450151938,0,general discourse,0,1
1519647387337306112,0,general discourse,0,0
1520160186270367747,0,general discourse,0,0
1520749675267203072,0,general discourse,0,1
1548955580299182080,0,general discourse,0,0
1521208905325420544,0,general discourse,0,1
1451692502482702338,0,general discourse,0,1
1499588984170704896,0,general discourse,1,1
1495229843994152961,0,general discourse,0,1
1454915376035217419,0,general discourse,0,1
1499789791939874820,0,general discourse,0,1
1470548895440588803,0,general discourse,1,1
1523742528826388480,0,general discourse,1,1
1514654625072304135,0,general discourse,0,1
1524811624150089728,1,against Ukraine,0,0
1527210964088676352,0,general discourse,0,1
1531127762798448645,0,general discourse,1,1
1514985417375891457,1,against Ukraine,1,1
1540227480476319744,0,general discourse,1,1
1533189548611624960,0,general discourse,0,0
1534893876384776194,0,general discourse,0,1
1536023249276092417,0,general discourse,1,1
1536958744537481216,0,general discourse,1,1
1538890642381840384,0,general discourse,1,1
1539389543584976899,0,general discourse,0,1
1542095970829275138,0,general discourse,0,1
1542507775153950723,0,general discourse,0,1
1542954412171198473,0,general discourse,0,1
1543712831547346944,0,general discourse,1,1
1545092221921280003,0,general discourse,1,1
1548245204683001858,0,general discourse,0,0
1542121550983430144,0,general discourse,1,1
1541419158222536706,1,against Ukraine,0,0
1545345426114715649,0,general discourse,0,0
1543125640542654464,0,general discourse,0,0
1559826257939922945,0,general discourse,0,0
1548840234246230016,0,general discourse,1,1
1549291583211819008,0,general discourse,0,1
1554487947860271110,0,general discourse,0,1
1556685032139407362,0,general discourse,0,0
1556796904331038720,0,general discourse,1,1
1559690387454734337,0,general discourse,0,0
1564130052748582919,0,general discourse,0,0
1572689922469003266,0,general discourse,0,0
1572995811247529989,0,general discourse,1,1
1535518272749195272,0,general discourse,0,1
1557369437703094274,0,general discourse,1,1
1507324765618462720,0,general discourse,0,1
1573739781149728768,0,general discourse,1,1
1369230237788217345,0,general discourse,0,1
1373776630733139968,1,against Western countries,0,1
1376268308677333000,0,general discourse,0,1
1378982660828172289,0,general discourse,0,1
1383543512612761608,0,general discourse,1,1
1383886381433253888,1,against Ukraine,0,1
1387216313110650880,0,general discourse,1,1
1405698574134951938,0,general discourse,0,1
1410900436681363456,0,general discourse,0,0
1429643907944652801,0,general discourse,0,1
1458765237461602309,0,general discourse,0,1
1426126507865485313,0,general discourse,1,1
1462773104825057280,1,against Ukraine,0,1
1470039913206849547,0,general discourse,1,1
1470583360183578624,0,general discourse,0,1
1483790885838110723,0,general discourse,1,1
1496528702494097414,0,general discourse,0,0
1496711121990041601,0,general discourse,0,0
1497073561068085248,0,general discourse,0,0
1497194669863841794,1,pro Russian government,0,1
1497616347571924992,0,general discourse,0,0
1497817022461325313,0,general discourse,0,1
1497904020651970564,1,against Ukraine,0,0
1498039342870118400,0,general discourse,0,0
1498327055083065348,0,general discourse,0,0
1535334805541224449,0,general discourse,0,0
1505876434262192135,0,general discourse,0,0
1498374474219016199,0,general discourse,1,1
1498954531966705672,0,general discourse,0,1
1499047700746153991,0,general discourse,1,1
1499126177839026177,0,general discourse,0,0
1499787243501891594,0,general discourse,0,1
1499823072269975552,1,against Ukraine,0,1
1499910910634250245,1,against Western countries,1,1
1501918171359596544,1,pro Russian government,1,1
1501821624869441536,0,general discourse,1,1
1556702164759748612,0,general discourse,1,1
1508379397820231681,1,against Ukraine,0,0
1499912306926362624,0,general discourse,0,0
1499974876546977792,0,general discourse,0,1
1500560339036950535,0,general discourse,0,0
1500833011071340553,0,general discourse,0,0
1441370168265830402,0,general discourse,0,0
1501186154401611778,0,general discourse,0,1
1501196743953821696,0,general discourse,1,1
1501360848979169281,0,general discourse,0,0
1501966087088328704,0,general discourse,0,0
1502478604885807110,0,general discourse,0,0
1502490386627018752,0,general discourse,0,1
1502509731918888960,0,general discourse,0,1
1502807765752094721,0,general discourse,0,0
1503946279373934594,0,general discourse,0,1
1504273457500110853,0,general discourse,0,0
1506056820380643331,0,general discourse,0,0
1507165970586124291,0,general discourse,0,1
1507492099666677760,0,general discourse,0,0
1509468302107885568,0,general discourse,0,0
1510056671313334280,0,general discourse,1,1
1568709652774526977,0,general discourse,0,1
1542647170192625664,0,general discourse,0,1
1573809756929679362,0,general discourse,1,1
1510283888349917184,0,general discourse,0,0
1510706398203625488,0,general discourse,0,1
1511885584012300291,0,general discourse,0,1
1513121375157817346,0,general discourse,0,1
1513473265339093005,1,against Ukraine,1,1
1435912871544754182,0,general discourse,0,1
1513518676489637894,0,general discourse,1,1
1514232911607869441,1,against Ukraine,0,1
1515232192573681665,0,general discourse,0,1
1524476656596959235,1,against Ukraine,1,1
1515744505198268416,0,general discourse,0,1
1517321647690330123,1,against Western countries,0,0
1519734742048034816,1,against Ukraine,0,0
1520809019769716736,0,general discourse,0,0
1523470970337775617,0,general discourse,1,1
1523825332628770819,0,general discourse,1,1
1525096763232858112,0,general discourse,0,1
1521077033958264835,1,against Ukraine,0,1
1504271262918582278,0,general discourse,0,1
1524930299141955585,0,general discourse,0,0
1505728238085046273,0,general discourse,0,1
1510255974606688259,0,general discourse,1,1
1526606258559717378,0,general discourse,1,1
1529188615787511808,0,general discourse,0,1
1529235641250111489,0,general discourse,0,0
1531265420023431168,0,general discourse,1,1
1532112886889422849,0,general discourse,0,1
1534882551453605890,0,general discourse,0,0
1535681518311440385,0,general discourse,0,0
1498749413908312066,0,general discourse,0,0
1572494292958191616,0,general discourse,0,0
1493675432528564225,0,general discourse,0,0
1479195316486242304,0,general discourse,0,0
1536737134027198468,0,general discourse,0,1
1533085495126855680,0,general discourse,0,1
1539267819187195907,1,against Ukraine,0,1
1540499160339709960,0,general discourse,0,0
1541899156972789760,0,general discourse,1,1
1543412353676771330,0,general discourse,0,0
1543670812271583237,0,general discourse,0,0
1545356449131515906,1,pro Russian government,0,1
1549938560467337218,0,general discourse,0,1
1552728996177117185,0,general discourse,1,1
1558870309557747715,0,general discourse,1,1
1562517354017202177,0,general discourse,0,1
1563608852209078272,0,general discourse,1,1
1566083094544875520,0,general discourse,1,1
1526902762281308160,0,general discourse,1,1
1566725701037969408,0,general discourse,0,1
1567224717131513857,0,general discourse,0,0
1568794141189967872,0,general discourse,0,0
1573732127060934666,0,general discourse,0,0
1573989069176147969,0,general discourse,0,0
1378009384350056448,0,general discourse,1,1
1385914321960685568,0,general discourse,0,1
1392249054684491777,0,general discourse,0,1
1394742160302526464,0,general discourse,0,1
1393299930215763971,0,general discourse,1,1
1399072047284854789,0,general discourse,0,1
1404513469244887041,0,general discourse,0,0
1496197017781121027,0,general discourse,0,0
1408773767812292616,0,general discourse,0,1
1413137687624654850,0,general discourse,1,1
1418461807237345286,0,general discourse,0,1
1443175558280482817,0,general discourse,1,1
1453145914202263558,0,general discourse,0,1
1473300868569067525,0,general discourse,0,1
1512149519592411144,0,general discourse,1,1
1474003108606844931,0,general discourse,0,1
1482453028162744321,0,general discourse,0,1
1482902141974941697,0,general discourse,0,1
1485762409390546944,0,general discourse,0,1
1486751480954732548,0,general discourse,1,1
1495652406474027008,0,general discourse,0,1
1496698711736389636,0,general discourse,0,1
1389285782288965633,0,general discourse,0,1
1427404442396028930,0,general discourse,0,1
1496847299582083073,0,general discourse,0,0
1497979838002520064,1,against Western countries,0,0
1497988364049526785,1,against Ukraine,1,1
1498159212664348675,0,general discourse,0,0
1498159602898288650,0,general discourse,0,0
1498323987826421764,0,general discourse,0,1
1498325286471233537,0,general discourse,0,0
1498642273780776960,0,general discourse,0,0
1498719702109106187,0,general discourse,0,0
1498792750778658821,0,general discourse,0,0
1499081447273123844,0,general discourse,0,0
1516550190571958276,0,general discourse,0,0
1512232071669985302,0,general discourse,0,0
1499456571033763842,0,general discourse,1,1
1539713300157665280,0,general discourse,1,1
1547520134222315521,0,general discourse,0,0
1499696545767194625,1,against Ukraine,0,1
1499730932848336899,0,general discourse,0,0
1499800176575324160,1,against Ukraine,1,1
1500099913253748736,0,general discourse,1,1
1500102634702839816,0,general discourse,0,1
1500122374683127808,1,against Western countries,0,0
1500877870771625991,0,general discourse,0,0
1501639016222920705,0,general discourse,1,1
1501979122049949706,0,general discourse,1,1
1513958032291602453,0,general discourse,0,1
1502197564187328513,0,general discourse,1,1
1502098009005256704,0,general discourse,0,1
1502603074757709825,1,against Ukraine,1,1
1503923037531430914,0,general discourse,0,1
1558581518225874947,0,general discourse,0,1
1536542697086980097,0,general discourse,1,1
1563921753302343691,0,general discourse,0,1
1554109842968772609,0,general discourse,0,1
1496105392623038468,0,general discourse,1,1
1504154675037282313,0,general discourse,0,0
1397288884485111811,0,general discourse,1,1
1505286217448972295,0,general discourse,0,0
1505583740013195265,0,general discourse,1,1
1506025755347763203,0,general discourse,0,0
1506400736346787841,0,general discourse,0,1
1507643034976104450,0,general discourse,0,0
1508870590265966603,0,general discourse,0,1
1509497992331644931,0,general discourse,0,0
1510948627031769096,0,general discourse,0,0
1510859608184991744,0,general discourse,0,0
1507717059798609921,0,general discourse,0,0
1502317492642922499,0,general discourse,0,1
1513529831883001859,0,general discourse,0,0
1512006472993058817,0,general discourse,0,0
1525770797943595008,0,general discourse,0,1
1527755039124725766,1,against Western countries,0,0
1512171485959540750,0,general discourse,0,0
1575876884076068870,0,general discourse,0,0
1513575997559357440,0,general discourse,0,0
1513938552425435140,0,general discourse,0,0
1517571356002562056,0,general discourse,1,1
1518748712180543490,1,against Ukraine,1,1
1518994575167209472,1,against Ukraine,1,1
1533849950223728641,1,against Ukraine,1,1
1519023864709275648,0,general discourse,0,0
1519213259592765442,1,against Ukraine,1,1
1520824012024295424,1,against Western countries,0,0
1521352840605802497,0,general discourse,0,0
1523441343359766529,1,against Ukraine,1,1
1523580383434272768,1,against Ukraine,1,1
1523631396249427968,0,general discourse,1,1
1525115337133502467,0,general discourse,0,1
1526079788175302657,1,against Western countries,0,0
1526801477863358464,0,general discourse,1,1
1528484833739132928,0,general discourse,0,1
1532811293572444169,0,general discourse,1,1
1534195916965543939,0,general discourse,1,1
1534459915372314624,0,general discourse,0,0
1534723432046280704,0,general discourse,1,1
1495488394352283653,0,general discourse,0,0
1535442777592549376,0,general discourse,1,1
1497342461911482369,0,general discourse,0,1
1519734517539516419,0,general discourse,0,1
1556365209270362117,0,general discourse,1,1
1497287561227603971,0,general discourse,1,1
1538884382672539648,0,general discourse,0,1
1546101931776647168,0,general discourse,1,1
1550101106352701443,0,general discourse,0,0
1550445379963043840,0,general discourse,0,1
1550614942713257984,0,general discourse,0,0
1552354302718607360,0,general discourse,0,1
1553182916620042241,1,against Ukraine,1,1
1555849500371165185,0,general discourse,1,1
1371795114192961537,0,general discourse,1,1
1561292286113288192,0,general discourse,1,1
1549339466447425539,0,general discourse,0,1
1508863125554143241,0,general discourse,1,1
1485546903836237826,0,general discourse,1,1
1532792418063491073,0,general discourse,0,1
1469419567172702209,0,general discourse,0,1
1531153787838205952,0,general discourse,0,1
1556618943284011010,0,general discourse,0,1
1518870266235047942,0,general discourse,0,1
1563169067191529472,0,general discourse,0,1
1518258460336533504,0,general discourse,0,0
1564007364063289344,0,general discourse,0,1
1567810142674255873,0,general discourse,0,1
1568903633886154758,0,general discourse,1,1
1558399862559096834,0,general discourse,0,1
1569037884904329217,0,general discourse,0,0
1570042076678569984,0,general discourse,1,1
1570975287135064065,0,general discourse,0,1
1571622838427082752,1,against Ukraine,0,1
1572538863251525634,0,general discourse,0,0
1573800711233671176,0,general discourse,0,1
1563295818093801472,0,general discourse,0,1
1574706582000115718,0,general discourse,0,1
1375156437089837059,0,general discourse,0,1
1387700727301165057,0,general discourse,0,1
1408683791997194240,0,general discourse,0,1
1515706772551573508,0,general discourse,0,1
1502636091584745475,0,general discourse,1,1
1370676005963145221,0,general discourse,0,1
1497904344934412288,0,general discourse,0,1
1410678975609847810,0,general discourse,1,1
1415799424333361164,0,general discourse,1,1
1538931903587405825,0,general discourse,1,1
1483626298962550789,0,general discourse,0,1
1465799427004805124,0,general discourse,1,1
1415889119016886272,0,general discourse,0,1
1383772111555072009,0,general discourse,1,1
1556448920896737280,0,general discourse,0,1
1460438975139753984,0,general discourse,0,1
1517518643986415621,0,general discourse,1,1
1497410877183733766,0,general discourse,0,1
1479859043636334600,0,general discourse,0,1
1434476837107814404,0,general discourse,0,1
1498732589602979841,0,general discourse,0,0
1436450451914825731,0,general discourse,0,1
1427008376626499585,0,general discourse,0,1
1502173352299237377,0,general discourse,1,1
1536686834671321088,0,general discourse,0,1
1498110340080406528,0,general discourse,0,1
1447620530094362627,0,general discourse,1,1
1492216954068819971,0,general discourse,0,1
1492587206640349185,0,general discourse,0,1
1492924254781857797,0,general discourse,0,1
1494860369075982336,0,general discourse,1,1
1495882273127809030,0,general discourse,1,1
1496890789917597701,1,against Western countries,0,0
1497490725646200837,1,against Ukraine,1,1
1497509735863668739,0,general discourse,0,0
1524327472845791233,0,general discourse,0,0
1500227830613004291,0,general discourse,0,0
1497849321470967813,0,general discourse,0,1
1497911328270430213,1,against Western countries,1,1
1498313647961088001,0,general discourse,0,1
1498341671070801923,0,general discourse,0,0
1498718971532435456,0,general discourse,0,0
1498915463174459392,0,general discourse,0,1
1499437415370567690,0,general discourse,0,1
1499649264900886529,0,general discourse,0,1
1499760358243794944,1,pro Russian government,1,1
1499862434588278786,0,general discourse,0,1
1500001101965369345,0,general discourse,0,0
1500380340648558596,1,pro Russian government,1,1
1500500691521093633,0,general discourse,0,0
1501550394232631297,0,general discourse,1,1
1501723061669740544,0,general discourse,1,1
1501995430346899460,0,general discourse,0,0
1502643204025466885,0,general discourse,0,0
1504093463402680324,1,against Ukraine,0,0
1504112687965511685,0,general discourse,0,1
1511384229640294404,0,general discourse,1,1
1504275381548900357,0,general discourse,0,0
1504635821558837248,1,against Western countries,0,0
1504802714936438784,1,against Western countries,0,0
1505511123155623936,0,general discourse,1,1
1505676842023464965,1,against Ukraine,1,1
1541080590002388992,0,general discourse,0,1
1506623931062566914,0,general discourse,0,1
1507050571697917953,1,against Western countries,0,1
1507066327646842880,0,general discourse,0,1
1507066573135257600,0,general discourse,1,1
1507851474927497218,1,against Western countries,0,0
1498567875438985219,0,general discourse,0,0
1573401105379500033,0,general discourse,0,0
1520366215612760065,0,general discourse,0,1
1515010975556333574,0,general discourse,0,0
1557258847978672129,0,general discourse,0,0
1513426230166822916,1,against Western countries,0,0
1497843696313970689,0,general discourse,0,0
1570366751032102912,0,general discourse,0,0
1571739442888716289,0,general discourse,0,0
1545028887268118529,0,general discourse,0,0
1508043737104015367,0,general discourse,1,1
1508062228444028930,0,general discourse,1,1
1509196124829138960,0,general discourse,0,0
1509569386616606722,1,against Western countries,0,1
1511129619767955458,0,general discourse,0,0
1512171959525724169,0,general discourse,0,0
1512780970461646852,0,general discourse,1,1
1490191909830246402,1,against Western countries,1,1
1561321345375404040,0,general discourse,0,0
1512926962301521934,0,general discourse,1,1
1388100479155163136,0,general discourse,1,1
1514618504602742787,1,pro Russian government,0,1
1518408752415875081,0,general discourse,0,0
1519640687825797120,0,general discourse,0,1
1519669195331362817,1,against Ukraine,1,1
1519782310027137030,0,general discourse,0,0
1521734904332963841,0,general discourse,1,1
1511580183781785616,0,general discourse,1,1
1538389247974993920,0,general discourse,1,1
1506116697488560128,1,against Western countries,1,1
1498491107902062592,0,general discourse,1,1
1542156567214161920,0,general discourse,1,1
1521895518670147584,0,general discourse,0,1
1427559146912628742,0,general discourse,0,1
1495804349792108544,0,general discourse,0,1
1523652658849976320,0,general discourse,1,1
1390084588429627402,0,general discourse,0,1
1523709024989900800,0,general discourse,0,0
1524101615527120898,0,general discourse,0,0
1524794444729425921,0,general discourse,0,0
1527347394408779777,0,general discourse,0,0
1530173489012932608,0,general discourse,1,1
1524870773327945739,0,general discourse,0,0
1531374996655902720,0,general discourse,1,1
1533612979509411840,0,general discourse,0,0
1534214285731037184,0,general discourse,0,1
1539295030203953152,0,general discourse,0,1
1539958688525389824,0,general discourse,1,1
1541510146525904900,0,general discourse,0,0
1542160558216052736,0,general discourse,0,0
1545415985099931648,0,general discourse,1,1
1545738957207609345,0,general discourse,0,0
1552849707331887111,1,against Ukraine,0,0
1553034494801846273,1,pro Russian government,1,1
1559920771329363968,0,general discourse,1,1
1560175426017918977,0,general discourse,0,1
1560755651004989442,0,general discourse,0,1
1563079800272867329,0,general discourse,1,1
1514664503446847500,1,pro Russian government,1,1
1565701523434258433,1,against Ukraine,1,1
1566521726132822016,1,against Ukraine,1,1
1568902315066933248,1,against Western countries,1,1
1575771303507677184,0,general discourse,0,0
1361053373215232002,1,pro Russian government,0,1
1376084184100388868,0,general discourse,0,1
1401742952934879233,0,general discourse,0,1
1404426879134732289,0,general discourse,0,1
1400093414557954049,0,general discourse,0,1
1427588217155506178,0,general discourse,0,1
1428868212725321732,0,general discourse,0,1
1429633515382054913,0,general discourse,0,1
1429913021422440454,0,general discourse,0,1
1396898483324571650,1,against Western countries,0,1
1562873760524353548,0,general discourse,0,1
1424530776692035587,0,general discourse,0,1
1458025919382179840,0,general discourse,0,0
1458680309805813762,0,general discourse,0,1
1459717004416405511,0,general discourse,0,1
1433580953570582531,0,general discourse,0,1
1442299538648281088,0,general discourse,0,1
1462895917128769537,0,general discourse,0,1
1403835217937264645,0,general discourse,0,1
1485719478428123142,1,against Western countries,1,1
1487859418805022723,0,general discourse,1,1
1493478234226409475,0,general discourse,0,0
1495928124613304321,0,general discourse,0,1
1496817143953899528,0,general discourse,0,0
1497196726561742865,0,general discourse,1,1
1497268618173759489,0,general discourse,0,0
1497643930623504387,0,general discourse,0,1
1497650813585563652,0,general discourse,1,1
1497994653597151233,0,general discourse,0,0
1498040048205324291,0,general discourse,0,0
1498326969603215364,0,general discourse,0,0
1498364341283799042,1,against Ukraine,1,1
1498628759603367942,0,general discourse,0,0
1499349921790627845,0,general discourse,1,1
1499775080628645888,0,general discourse,0,0
1500071896683106304,0,general discourse,1,1
1500161238071980033,1,against Ukraine,1,1
1381022501296341002,0,general discourse,0,1
1500424373806714880,1,against Ukraine,0,0
1508410041187155971,1,pro Russian government,0,0
1501618282830442499,1,against Ukraine,0,0
1500601588808749056,0,general discourse,0,1
1501582848750403598,0,general discourse,0,1
1555630970555998208,0,general discourse,0,1
1502029320969142273,1,against Western countries,1,1
1502067471834132484,0,general discourse,1,1
1521111787403419650,0,general discourse,0,0
1572748049985798148,0,general discourse,1,1
1504639993851129857,0,general discourse,1,1
1518301274957041664,0,general discourse,1,1
1503014568959909889,1,against Western countries,1,1
1503438866421891073,0,general discourse,1,1
1400449684469174272,0,general discourse,0,1
1503572638823768065,0,general discourse,1,1
1505495569338232833,0,general discourse,0,1
1505546956206137353,0,general discourse,1,1
1497788331714879492,0,general discourse,0,1
1506358077196447748,0,general discourse,0,0
1506993307494359046,0,general discourse,0,0
1510874627131813891,0,general discourse,0,1
1561300665162416129,0,general discourse,1,1
1529746138714316804,0,general discourse,0,1
1553023007177801728,0,general discourse,1,1
1511674651579228162,0,general discourse,1,1
1512394540635852808,1,pro Russian government,0,1
1512573929465995266,0,general discourse,1,1
1512825311129395205,1,against Ukraine,1,1
1513606004168015873,0,general discourse,0,0
1514135417486024706,0,general discourse,0,0
1516461342995230727,0,general discourse,0,0
1517244991407632386,0,general discourse,1,1
1517829177638072320,0,general discourse,1,1
